* Measurement data measured by REW V5.20.8
* Source: Generic_1 [plughw:1,0], Capture (Capture), R, volume: 0.508
* Format: 256k Log Swept Sine, 1 sweep at -6.0 dBFS with no timing reference
* Dated: 10 Jul, 2022 10:34:33 PM
* REW Settings:
*  C-weighting compensation: Off
*  Target level: 75.0 dB
* Note: ; 
* Measurement: Jul 10
* Smoothing: 1/48 octave
* Frequency Step: 0.36621097 Hz
* Start Frequency: 20.141602 Hz
*
* Freq(Hz), dBFS(dBFS), Phase(degrees)
316.772485, -33.522, -147.8713
317.138696, -33.521, -147.8798
317.504907, -33.521, -147.8884
317.871118, -33.521, -147.8972
318.237329, -33.521, -147.9060
318.603540, -33.521, -147.9149
318.969751, -33.522, -147.9237
319.335962, -33.522, -147.9326
319.702173, -33.522, -147.9414
320.068384, -33.522, -147.9501
320.434595, -33.523, -147.9589
320.800806, -33.523, -147.9676
321.167017, -33.523, -147.9763
321.533228, -33.522, -147.9849
321.899439, -33.522, -147.9934
322.265650, -33.522, -148.0017
322.631861, -33.521, -148.0096
322.998072, -33.520, -148.0171
323.364282, -33.519, -148.0240
323.730493, -33.519, -148.0303
324.096704, -33.518, -148.0358
324.462915, -33.517, -148.0407
324.829126, -33.516, -148.0451
325.195337, -33.516, -148.0490
325.561548, -33.515, -148.0526
325.927759, -33.515, -148.0562
326.293970, -33.514, -148.0601
326.660181, -33.514, -148.0645
327.026392, -33.513, -148.0695
327.392603, -33.513, -148.0754
327.758814, -33.513, -148.0821
328.125025, -33.512, -148.0897
328.491236, -33.512, -148.0980
328.857447, -33.512, -148.1069
329.223658, -33.512, -148.1162
329.589869, -33.511, -148.1255
329.956080, -33.511, -148.1346
330.322291, -33.511, -148.1433
330.688502, -33.511, -148.1514
331.054713, -33.511, -148.1588
331.420924, -33.511, -148.1654
331.787135, -33.511, -148.1711
332.153346, -33.511, -148.1759
332.519557, -33.512, -148.1799
332.885768, -33.512, -148.1832
333.251979, -33.512, -148.1858
333.618190, -33.512, -148.1878
333.984401, -33.512, -148.1894
334.350612, -33.512, -148.1907
334.716822, -33.512, -148.1918
335.083033, -33.512, -148.1930
335.449244, -33.512, -148.1944
335.815455, -33.512, -148.1960
336.181666, -33.512, -148.1981
336.547877, -33.512, -148.2006
336.914088, -33.512, -148.2038
337.280299, -33.512, -148.2076
337.646510, -33.512, -148.2120
338.012721, -33.512, -148.2172
338.378932, -33.512, -148.2230
338.745143, -33.512, -148.2295
339.111354, -33.511, -148.2366
339.477565, -33.511, -148.2442
339.843776, -33.511, -148.2523
340.209987, -33.510, -148.2607
340.576198, -33.509, -148.2694
340.942409, -33.509, -148.2782
341.308620, -33.508, -148.2870
341.674831, -33.507, -148.2957
342.041042, -33.506, -148.3044
342.407253, -33.506, -148.3129
342.773464, -33.505, -148.3213
343.139675, -33.505, -148.3296
343.505886, -33.504, -148.3379
343.872097, -33.504, -148.3461
344.238308, -33.504, -148.3543
344.604519, -33.504, -148.3624
344.970730, -33.505, -148.3705
345.336941, -33.505, -148.3785
345.703151, -33.506, -148.3863
346.069362, -33.507, -148.3939
346.435573, -33.508, -148.4013
346.801784, -33.509, -148.4083
347.167995, -33.510, -148.4149
347.534206, -33.511, -148.4211
347.900417, -33.513, -148.4266
348.266628, -33.514, -148.4314
348.632839, -33.515, -148.4353
348.999050, -33.516, -148.4382
349.365261, -33.517, -148.4398
349.731472, -33.517, -148.4401
350.097683, -33.518, -148.4390
350.463894, -33.518, -148.4365
350.830105, -33.517, -148.4327
351.196316, -33.516, -148.4278
351.562527, -33.515, -148.4219
351.928738, -33.514, -148.4155
352.294949, -33.512, -148.4086
352.661160, -33.510, -148.4018
353.027371, -33.508, -148.3952
353.393582, -33.506, -148.3891
353.759793, -33.504, -148.3836
354.126004, -33.502, -148.3788
354.492215, -33.500, -148.3748
354.858426, -33.499, -148.3715
355.224637, -33.497, -148.3689
355.590848, -33.496, -148.3669
355.957059, -33.495, -148.3654
356.323270, -33.494, -148.3643
356.689481, -33.493, -148.3636
357.055691, -33.492, -148.3630
357.421902, -33.492, -148.3625
357.788113, -33.491, -148.3620
358.154324, -33.491, -148.3613
358.520535, -33.491, -148.3604
358.886746, -33.491, -148.3591
359.252957, -33.491, -148.3574
359.619168, -33.491, -148.3551
359.985379, -33.491, -148.3522
360.351590, -33.492, -148.3487
360.717801, -33.492, -148.3445
361.084012, -33.493, -148.3398
361.450223, -33.493, -148.3344
361.816434, -33.494, -148.3287
362.182645, -33.494, -148.3226
362.548856, -33.495, -148.3164
362.915067, -33.495, -148.3102
363.281278, -33.496, -148.3042
363.647489, -33.496, -148.2986
364.013700, -33.497, -148.2935
364.379911, -33.497, -148.2890
364.746122, -33.497, -148.2853
365.112333, -33.497, -148.2824
365.478544, -33.497, -148.2803
365.844755, -33.497, -148.2789
366.210966, -33.497, -148.2783
366.577177, -33.497, -148.2783
366.943388, -33.497, -148.2789
367.309599, -33.497, -148.2799
367.675810, -33.497, -148.2812
368.042020, -33.496, -148.2826
368.408231, -33.496, -148.2841
368.774442, -33.495, -148.2854
369.140653, -33.495, -148.2864
369.506864, -33.494, -148.2871
369.873075, -33.494, -148.2873
370.239286, -33.493, -148.2870
370.605497, -33.492, -148.2861
370.971708, -33.492, -148.2847
371.337919, -33.491, -148.2828
371.704130, -33.490, -148.2804
372.070341, -33.490, -148.2776
372.436552, -33.489, -148.2744
372.802763, -33.489, -148.2710
373.168974, -33.488, -148.2674
373.535185, -33.488, -148.2638
373.901396, -33.487, -148.2601
374.267607, -33.487, -148.2565
374.633818, -33.487, -148.2531
375.000029, -33.486, -148.2499
375.366240, -33.486, -148.2469
375.732451, -33.486, -148.2442
376.098662, -33.485, -148.2419
376.464873, -33.485, -148.2401
376.831084, -33.485, -148.2387
377.197295, -33.484, -148.2379
377.563506, -33.483, -148.2375
377.929717, -33.483, -148.2376
378.295928, -33.482, -148.2381
378.662139, -33.482, -148.2389
379.028350, -33.481, -148.2398
379.394560, -33.480, -148.2407
379.760771, -33.479, -148.2414
380.126982, -33.479, -148.2416
380.493193, -33.478, -148.2411
380.859404, -33.477, -148.2399
381.225615, -33.477, -148.2376
381.591826, -33.476, -148.2343
381.958037, -33.476, -148.2299
382.324248, -33.475, -148.2245
382.690459, -33.475, -148.2180
383.056670, -33.475, -148.2107
383.422881, -33.474, -148.2027
383.789092, -33.474, -148.1942
384.155303, -33.473, -148.1853
384.521514, -33.473, -148.1763
384.887725, -33.473, -148.1674
385.253936, -33.472, -148.1587
385.620147, -33.472, -148.1502
385.986358, -33.471, -148.1421
386.352569, -33.471, -148.1345
386.718780, -33.470, -148.1272
387.084991, -33.470, -148.1204
387.451202, -33.469, -148.1139
387.817413, -33.468, -148.1077
388.183624, -33.468, -148.1018
388.549835, -33.467, -148.0961
388.916046, -33.466, -148.0906
389.282257, -33.466, -148.0852
389.648468, -33.465, -148.0800
390.014679, -33.464, -148.0749
390.380890, -33.463, -148.0700
390.747100, -33.462, -148.0652
391.113311, -33.462, -148.0608
391.479522, -33.461, -148.0566
391.845733, -33.460, -148.0527
392.211944, -33.459, -148.0493
392.578155, -33.458, -148.0463
392.944366, -33.458, -148.0438
393.310577, -33.457, -148.0419
393.676788, -33.456, -148.0406
394.042999, -33.456, -148.0401
394.409210, -33.455, -148.0405
394.775421, -33.454, -148.0418
395.141632, -33.454, -148.0442
395.507843, -33.453, -148.0478
395.874054, -33.453, -148.0526
396.240265, -33.452, -148.0586
396.606476, -33.452, -148.0657
396.972687, -33.451, -148.0738
397.338898, -33.451, -148.0826
397.705109, -33.451, -148.0918
398.071320, -33.450, -148.1009
398.437531, -33.450, -148.1097
398.803742, -33.450, -148.1176
399.169953, -33.449, -148.1241
399.536164, -33.449, -148.1288
399.902375, -33.449, -148.1314
400.268586, -33.448, -148.1316
400.634797, -33.448, -148.1294
401.001008, -33.447, -148.1246
401.367219, -33.446, -148.1175
401.733429, -33.446, -148.1084
402.099640, -33.445, -148.0974
402.465851, -33.444, -148.0852
402.832062, -33.443, -148.0720
403.198273, -33.442, -148.0582
403.564484, -33.441, -148.0444
403.930695, -33.440, -148.0309
404.296906, -33.439, -148.0178
404.663117, -33.438, -148.0055
405.029328, -33.436, -147.9940
405.395539, -33.435, -147.9835
405.761750, -33.433, -147.9739
406.127961, -33.432, -147.9653
406.494172, -33.431, -147.9575
406.860383, -33.429, -147.9505
407.226594, -33.428, -147.9442
407.592805, -33.426, -147.9383
407.959016, -33.425, -147.9329
408.325227, -33.424, -147.9278
408.691438, -33.422, -147.9229
409.057649, -33.421, -147.9182
409.423860, -33.420, -147.9136
409.790071, -33.419, -147.9090
410.156282, -33.418, -147.9044
410.522493, -33.417, -147.8998
410.888704, -33.416, -147.8952
411.254915, -33.415, -147.8905
411.621126, -33.414, -147.8858
411.987337, -33.413, -147.8810
412.353548, -33.413, -147.8761
412.719759, -33.412, -147.8712
413.085969, -33.411, -147.8661
413.452180, -33.410, -147.8611
413.818391, -33.409, -147.8560
414.184602, -33.408, -147.8508
414.550813, -33.407, -147.8456
414.917024, -33.406, -147.8404
415.283235, -33.405, -147.8351
415.649446, -33.405, -147.8298
416.015657, -33.404, -147.8245
416.381868, -33.403, -147.8191
416.748079, -33.402, -147.8137
417.114290, -33.402, -147.8083
417.480501, -33.401, -147.8027
417.846712, -33.401, -147.7972
418.212923, -33.400, -147.7916
418.579134, -33.400, -147.7860
418.945345, -33.399, -147.7805
419.311556, -33.399, -147.7752
419.677767, -33.399, -147.7700
420.043978, -33.399, -147.7650
420.410189, -33.398, -147.7603
420.776400, -33.398, -147.7560
421.142611, -33.398, -147.7521
421.508822, -33.398, -147.7486
421.875033, -33.397, -147.7455
422.241244, -33.397, -147.7428
422.607455, -33.396, -147.7404
422.973666, -33.395, -147.7384
423.339877, -33.395, -147.7366
423.706088, -33.394, -147.7350
424.072298, -33.393, -147.7335
424.438509, -33.392, -147.7320
424.804720, -33.391, -147.7304
425.170931, -33.391, -147.7286
425.537142, -33.390, -147.7266
425.903353, -33.389, -147.7243
426.269564, -33.388, -147.7216
426.635775, -33.387, -147.7185
427.001986, -33.387, -147.7150
427.368197, -33.386, -147.7111
427.734408, -33.386, -147.7068
428.100619, -33.385, -147.7021
428.466830, -33.385, -147.6969
428.833041, -33.384, -147.6915
429.199252, -33.384, -147.6859
429.565463, -33.384, -147.6800
429.931674, -33.383, -147.6739
430.297885, -33.383, -147.6678
430.664096, -33.383, -147.6617
431.030307, -33.382, -147.6556
431.396518, -33.382, -147.6496
431.762729, -33.381, -147.6436
432.128940, -33.381, -147.6378
432.495151, -33.380, -147.6322
432.861362, -33.380, -147.6267
433.227573, -33.379, -147.6213
433.593784, -33.379, -147.6162
433.959995, -33.378, -147.6112
434.326206, -33.377, -147.6063
434.692417, -33.377, -147.6017
435.058628, -33.376, -147.5972
435.424838, -33.375, -147.5928
435.791049, -33.375, -147.5887
436.157260, -33.374, -147.5848
436.523471, -33.373, -147.5810
436.889682, -33.373, -147.5774
437.255893, -33.372, -147.5740
437.622104, -33.371, -147.5708
437.988315, -33.371, -147.5677
438.354526, -33.370, -147.5647
438.720737, -33.370, -147.5617
439.086948, -33.369, -147.5589
439.453159, -33.369, -147.5560
439.819370, -33.368, -147.5531
440.185581, -33.367, -147.5502
440.551792, -33.367, -147.5471
440.918003, -33.366, -147.5439
441.284214, -33.366, -147.5406
441.650425, -33.365, -147.5372
442.016636, -33.365, -147.5336
442.382847, -33.364, -147.5298
442.749058, -33.364, -147.5261
443.115269, -33.363, -147.5223
443.481480, -33.363, -147.5186
443.847691, -33.362, -147.5150
444.213902, -33.362, -147.5117
444.580113, -33.361, -147.5086
444.946324, -33.361, -147.5059
445.312535, -33.361, -147.5036
445.678746, -33.360, -147.5018
446.044957, -33.360, -147.5003
446.411168, -33.360, -147.4992
446.777378, -33.360, -147.4984
447.143589, -33.360, -147.4977
447.509800, -33.360, -147.4969
447.876011, -33.360, -147.4960
448.242222, -33.360, -147.4946
448.608433, -33.360, -147.4925
448.974644, -33.360, -147.4896
449.340855, -33.360, -147.4857
449.707066, -33.360, -147.4806
450.073277, -33.360, -147.4742
450.439488, -33.360, -147.4666
450.805699, -33.360, -147.4577
451.171910, -33.359, -147.4476
451.538121, -33.359, -147.4365
451.904332, -33.358, -147.4246
452.270543, -33.358, -147.4120
452.636754, -33.357, -147.3990
453.002965, -33.356, -147.3858
453.369176, -33.356, -147.3727
453.735387, -33.355, -147.3597
454.101598, -33.354, -147.3471
454.467809, -33.353, -147.3350
454.834020, -33.352, -147.3235
455.200231, -33.352, -147.3127
455.566442, -33.351, -147.3026
455.932653, -33.350, -147.2931
456.298864, -33.349, -147.2843
456.665075, -33.348, -147.2760
457.031286, -33.348, -147.2682
457.397497, -33.347, -147.2609
457.763707, -33.346, -147.2538
458.129918, -33.346, -147.2469
458.496129, -33.345, -147.2402
458.862340, -33.345, -147.2334
459.228551, -33.344, -147.2265
459.594762, -33.344, -147.2195
459.960973, -33.344, -147.2123
460.327184, -33.343, -147.2048
460.693395, -33.343, -147.1971
461.059606, -33.342, -147.1891
461.425817, -33.342, -147.1808
461.792028, -33.342, -147.1723
462.158239, -33.341, -147.1636
462.524450, -33.341, -147.1547
462.890661, -33.340, -147.1457
463.256872, -33.340, -147.1365
463.623083, -33.339, -147.1272
463.989294, -33.339, -147.1178
464.355505, -33.338, -147.1083
464.721716, -33.338, -147.0987
465.087927, -33.337, -147.0890
465.454138, -33.337, -147.0792
465.820349, -33.336, -147.0693
466.186560, -33.335, -147.0593
466.552771, -33.335, -147.0491
466.918982, -33.334, -147.0388
467.285193, -33.334, -147.0284
467.651404, -33.333, -147.0179
468.017615, -33.332, -147.0072
468.383826, -33.332, -146.9964
468.750037, -33.331, -146.9855
469.116247, -33.331, -146.9745
469.482458, -33.330, -146.9634
469.848669, -33.330, -146.9523
470.214880, -33.329, -146.9412
470.581091, -33.328, -146.9301
470.947302, -33.328, -146.9191
471.313513, -33.327, -146.9082
471.679724, -33.327, -146.8973
472.045935, -33.326, -146.8866
472.412146, -33.326, -146.8760
472.778357, -33.325, -146.8656
473.144568, -33.324, -146.8554
473.510779, -33.324, -146.8453
473.876990, -33.323, -146.8354
474.243201, -33.322, -146.8257
474.609412, -33.321, -146.8161
474.975623, -33.320, -146.8067
475.341834, -33.319, -146.7973
475.708045, -33.319, -146.7881
476.074256, -33.318, -146.7789
476.440467, -33.317, -146.7697
476.806678, -33.316, -146.7606
477.172889, -33.315, -146.7515
477.539100, -33.314, -146.7424
477.905311, -33.313, -146.7334
478.271522, -33.312, -146.7243
478.637733, -33.311, -146.7153
479.003944, -33.311, -146.7064
479.370155, -33.310, -146.6975
479.736366, -33.309, -146.6887
480.102576, -33.308, -146.6800
480.468787, -33.307, -146.6714
480.834998, -33.306, -146.6629
481.201209, -33.305, -146.6546
481.567420, -33.305, -146.6464
481.933631, -33.304, -146.6384
482.299842, -33.303, -146.6306
482.666053, -33.302, -146.6229
483.032264, -33.301, -146.6155
483.398475, -33.301, -146.6083
483.764686, -33.300, -146.6013
484.130897, -33.299, -146.5945
484.497108, -33.299, -146.5879
484.863319, -33.298, -146.5814
485.229530, -33.297, -146.5751
485.595741, -33.297, -146.5689
485.961952, -33.297, -146.5628
486.328163, -33.296, -146.5567
486.694374, -33.296, -146.5506
487.060585, -33.295, -146.5445
487.426796, -33.295, -146.5382
487.793007, -33.295, -146.5317
488.159218, -33.294, -146.5250
488.525429, -33.294, -146.5180
488.891640, -33.294, -146.5107
489.257851, -33.294, -146.5030
489.624062, -33.293, -146.4949
489.990273, -33.293, -146.4864
490.356484, -33.293, -146.4775
490.722695, -33.292, -146.4682
491.088906, -33.292, -146.4585
491.455116, -33.292, -146.4485
491.821327, -33.292, -146.4383
492.187538, -33.291, -146.4278
492.553749, -33.291, -146.4172
492.919960, -33.291, -146.4065
493.286171, -33.290, -146.3958
493.652382, -33.290, -146.3851
494.018593, -33.290, -146.3746
494.384804, -33.289, -146.3643
494.751015, -33.289, -146.3542
495.117226, -33.289, -146.3443
495.483437, -33.288, -146.3347
495.849648, -33.288, -146.3254
496.215859, -33.288, -146.3163
496.582070, -33.288, -146.3074
496.948281, -33.288, -146.2986
497.314492, -33.287, -146.2900
497.680703, -33.287, -146.2814
498.046914, -33.287, -146.2728
498.413125, -33.287, -146.2641
498.779336, -33.286, -146.2553
499.145547, -33.286, -146.2463
499.511758, -33.286, -146.2370
499.877969, -33.286, -146.2275
500.244180, -33.285, -146.2177
500.610391, -33.285, -146.2077
500.976602, -33.284, -146.1974
501.342813, -33.284, -146.1868
501.709024, -33.283, -146.1760
502.075235, -33.283, -146.1651
502.441445, -33.282, -146.1539
502.807656, -33.282, -146.1427
503.173867, -33.281, -146.1314
503.540078, -33.280, -146.1200
503.906289, -33.279, -146.1086
504.272500, -33.278, -146.0971
504.638711, -33.277, -146.0856
505.004922, -33.277, -146.0740
505.371133, -33.276, -146.0623
505.737344, -33.275, -146.0506
506.103555, -33.274, -146.0388
506.469766, -33.273, -146.0269
506.835977, -33.271, -146.0149
507.202188, -33.270, -146.0029
507.568399, -33.269, -145.9909
507.934610, -33.268, -145.9788
508.300821, -33.267, -145.9667
508.667032, -33.266, -145.9547
509.033243, -33.265, -145.9427
509.399454, -33.264, -145.9307
509.765665, -33.263, -145.9189
510.131876, -33.262, -145.9073
510.498087, -33.261, -145.8958
510.864298, -33.260, -145.8844
511.230509, -33.259, -145.8734
511.596720, -33.257, -145.8625
511.962931, -33.256, -145.8519
512.329142, -33.255, -145.8415
512.695353, -33.254, -145.8313
513.061564, -33.253, -145.8214
513.427775, -33.252, -145.8116
513.793985, -33.251, -145.8019
514.160196, -33.250, -145.7924
514.526407, -33.249, -145.7829
514.892618, -33.248, -145.7734
515.258829, -33.247, -145.7638
515.625040, -33.246, -145.7541
515.991251, -33.245, -145.7442
516.357462, -33.244, -145.7341
516.723673, -33.243, -145.7238
517.089884, -33.242, -145.7131
517.456095, -33.241, -145.7022
517.822306, -33.240, -145.6910
518.188517, -33.239, -145.6795
518.554728, -33.238, -145.6677
518.920939, -33.237, -145.6556
519.287150, -33.237, -145.6433
519.653361, -33.236, -145.6307
520.019572, -33.235, -145.6180
520.385783, -33.234, -145.6050
520.751994, -33.233, -145.5919
521.118205, -33.233, -145.5787
521.484416, -33.232, -145.5654
521.850627, -33.231, -145.5520
522.216838, -33.231, -145.5385
522.583049, -33.230, -145.5250
522.949260, -33.229, -145.5114
523.315471, -33.229, -145.4978
523.681682, -33.228, -145.4842
524.047893, -33.228, -145.4706
524.414104, -33.227, -145.4570
524.780315, -33.227, -145.4435
525.146525, -33.226, -145.4300
525.512736, -33.226, -145.4166
525.878947, -33.225, -145.4033
526.245158, -33.225, -145.3901
526.611369, -33.224, -145.3770
526.977580, -33.224, -145.3641
527.343791, -33.223, -145.3513
527.710002, -33.222, -145.3387
528.076213, -33.222, -145.3263
528.442424, -33.221, -145.3141
528.808635, -33.221, -145.3022
529.174846, -33.220, -145.2905
529.541057, -33.220, -145.2790
529.907268, -33.219, -145.2678
530.273479, -33.218, -145.2569
530.639690, -33.218, -145.2463
531.005901, -33.217, -145.2360
531.372112, -33.216, -145.2260
531.738323, -33.216, -145.2163
532.104534, -33.215, -145.2068
532.470745, -33.214, -145.1976
532.836956, -33.214, -145.1886
533.203167, -33.213, -145.1798
533.569378, -33.212, -145.1711
533.935589, -33.212, -145.1626
534.301800, -33.211, -145.1541
534.668011, -33.210, -145.1457
535.034222, -33.210, -145.1373
535.400433, -33.209, -145.1288
535.766644, -33.208, -145.1201
536.132854, -33.208, -145.1113
536.499065, -33.207, -145.1022
536.865276, -33.206, -145.0928
537.231487, -33.206, -145.0831
537.597698, -33.205, -145.0730
537.963909, -33.204, -145.0625
538.330120, -33.204, -145.0515
538.696331, -33.203, -145.0400
